symbol,name
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMITED
MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED
MBLINFRA,MBL INFRASTRUCTURE LIMITED
MCDOWELL-N,UNITED SPIRITS LIMITED
MCL,MADHAV COPPER LIMITED
MCLEODRUSS,MCLEOD RUSSEL INDIA LIMITED
MCX,MULTI COMMODITY EXCHANGE OF INDIA LIMITED
MEDANTA,GLOBAL HEALTH LIMITED
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED
MEDICO,MEDICO REMEDIES LIMITED
MEDPLUS,MEDPLUS HEALTH SERVICES LIMITED
MEGASOFT,MEGASOFT LIMITED
MEGASTAR,MEGASTAR FOODS LIMITED
MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LIMITED
MENONBE,MENON BEARINGS LIMITED
MEP,MEP INFRASTRUCTURE DEVELOPERS LIMITED
METALFORGE,METALYST FORGINGS LIMITED
METROBRAND,METRO BRANDS LIMITED
METROPOLIS,METROPOLIS HEALTHCARE LIMITED
MFL,MEGHMANI FINECHEM LIMITED
MFSL,MAX FINANCIAL SERVICES LIMITED
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED
MGL,MAHANAGAR GAS LIMITED
MHLXMIRU,MAHALAXMI RUBTECH LIMITED
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED
MICEL,MIC ELECTRONICS LIMITED
MIDHANI,MISHRA DHATU NIGAM LIMITED
MINDACORP,MINDA CORPORATION LIMITED
MINDTECK,MINDTECK (INDIA) LIMITED
MIRCELECTR,MIRC ELECTRONICS LIMITED
MIRZAINT,MIRZA INTERNATIONAL LIMITED
MITCON,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED
MITTAL,MITTAL LIFE STYLE LIMITED
MMFL,MM FORGINGS LIMITED
MMP,MMP INDUSTRIES LIMITED
MMTC,MMTC LIMITED
MODIRUBBER,MODI RUBBER LIMITED
MODISONLTD,MODISON LIMITED
MOHITIND,MOHIT INDUSTRIES LIMITED
MOIL,MOIL LIMITED
MOKSH,MOKSH ORNAMENTS LIMITED
MOL,MEGHMANI ORGANICS LIMITED
MOLDTECH,MOLD-TEK TECHNOLOGIES LIMITED
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED
MONARCH,MONARCH NETWORTH CAPITAL LIMITED
MONTECARLO,MONTE CARLO FASHIONS LIMITED
MORARJEE,MORARJEE TEXTILES LIMITED
MOREPENLAB,MOREPEN LABORATORIES LIMITED
MOTHERSON,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LIMITED
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED
MPHASIS,MPHASIS LIMITED
MPSLTD,MPS LIMITED
MRF,MRF LIMITED
MRO-TEK,MRO-TEK REALTY LIMITED
MRPL,MANGALORE REFINERY AND PETROCHEMICALS LIMITED
MSPL,MSP STEEL & POWER LIMITED
MSTCLTD,MSTC LIMITED
MSUMI,MOTHERSON SUMI WIRING INDIA LIMITED
MTARTECH,MTAR TECHNOLOGIES LIMITED
MTEDUCARE,MT EDUCARE LIMITED
MTNL,MAHANAGAR TELEPHONE NIGAM LIMITED
MUKANDLTD,MUKAND LIMITED
MUKTAARTS,MUKTA ARTS LIMITED
MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED
MUNJALSHOW,MUNJAL SHOWA LIMITED
MURUDCERA,MURUDESHWAR CERAMICS LIMITED
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED
MUTHOOTFIN,MUTHOOT FINANCE LIMITED
NACLIND,NACL INDUSTRIES LIMITED
NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED
NAGREEKEXP,NAGREEKA EXPORTS LIMITED
NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LIMITED
NAHARPOLY,NAHAR POLY FILMS LIMITED
NAHARSPING,NAHAR SPINNING MILLS LIMITED
NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
NARMADA,NARMADA AGROBASE LIMITED
NATCOPHARM,NATCO PHARMA LIMITED
NATHBIOGEN,NATH BIO-GENES (INDIA) LIMITED
NATIONALUM,NATIONAL ALUMINIUM COMPANY LIMITED
NATNLSTEEL,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED
NAUKRI,INFO EDGE (INDIA) LIMITED
NAVA,NAVA LIMITED
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LIMITED
NAVKARCORP,NAVKAR CORPORATION LIMITED
NAVNETEDUL,NAVNEET EDUCATION LIMITED
NAZARA,NAZARA TECHNOLOGIES LIMITED
NBCC,NBCC (INDIA) LIMITED
NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED
NCC,NCC LIMITED
NCLIND,NCL INDUSTRIES LIMITED
NDGL,NAGA DHUNSERI GROUP LIMITED
NDL,NANDAN DENIM LIMITED
NDRAUTO,NDR AUTO COMPONENTS LIMITED
NDTV,NEW DELHI TELEVISION LIMITED
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED
NECLIFE,NECTAR LIFESCIENCES LIMITED
NELCAST,NELCAST LIMITED
NELCO,NELCO LIMITED
NEOGEN,NEOGEN CHEMICALS LIMITED
NESCO,NESCO LIMITED
NESTLEIND,NESTLE INDIA LIMITED
NETWORK18,NETWORK18 MEDIA & INVESTMENTS LIMITED
NEULANDLAB,NEULAND LABORATORIES LIMITED
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES LIMITED
NEXTMEDIA,NEXT MEDIAWORKS LIMITED
NFL,NATIONAL FERTILIZERS LIMITED
NGIL,NAKODA GROUP OF INDUSTRIES LIMITED
NGLFINE,NGL FINE-CHEM LIMITED
NH,NARAYANA HRUDAYALAYA LTD.
NHPC,NHPC LIMITED
NIACL,THE NEW INDIA ASSURANCE COMPANY LIMITED
NIBL,NRB INDUSTRIAL BEARINGS LIMITED
NIITLTD,NIIT LIMITED
NILAINFRA,NILA INFRASTRUCTURES LIMITED
NILASPACES,NILA SPACES LIMITED
NILKAMAL,NILKAMAL LIMITED
NINSYS,NINTEC SYSTEMS LIMITED
NIPPOBATRY,INDO-NATIONAL LIMITED
NIRAJ,NIRAJ CEMENT STRUCTURALS LIMITED
NIRAJISPAT,NIRAJ ISPAT INDUSTRIES LIMITED
NITCO,NITCO LIMITED
NITINSPIN,NITIN SPINNERS LIMITED
NITIRAJ,NITIRAJ ENGINEERS LIMITED
NKIND,NK INDUSTRIES LIMITED
NLCINDIA,NLC INDIA LIMITED
NMDC,NMDC LIMITED
NOCIL,NOCIL LIMITED
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LIMITED
NORBTEAEXP,NORBEN TEA & EXPORTS LIMITED
NOVARTIND,NOVARTIS INDIA LIMITED
NRAIL,N R AGARWAL INDUSTRIES LIMITED
NRBBEARING,NRB BEARING LIMITED
NRL,NUPUR RECYCLERS LIMITED
NSIL,NALWA SONS INVESTMENTS LIMITED
NSLNISP,NMDC STEEL LIMITED
NTPC,NTPC LIMITED
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LIMITED
NURECA,NURECA LIMITED
NUVOCO,NUVOCO VISTAS CORPORATION LIMITED
NXTDIGITAL,NXTDIGITAL LIMITED
NYKAA,FSN E-COMMERCE VENTURES LIMITED
OAL,ORIENTAL AROMATICS LIMITED
OBCL,ORISSA BENGAL CARRIER LIMITED
OBEROIRLTY,OBEROI REALTY LIMITED
OCCL,ORIENTAL CARBON & CHEMICALS LIMITED
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED
OIL,OIL INDIA LIMITED
OILCOUNTUB,OIL COUNTRY TUBULAR LIMITED
OLECTRA,OLECTRA GREENTECH LIMITED
OMAXAUTO,OMAX AUTOS LIMITED
OMAXE,OMAXE LIMITED
OMINFRAL,OM INFRA LIMITED
ONELIFECAP,ONELIFE CAPITAL ADVISORS LIMITED
ONEPOINT,ONE POINT ONE SOLUTIONS LIMITED
ONGC,OIL & NATURAL GAS CORPORATION LIMITED
ONMOBILE,ONMOBILE GLOBAL LIMITED
ONWARDTEC,ONWARD TECHNOLOGIES LIMITED
OPTIEMUS,OPTIEMUS INFRACOM LIMITED
ORBTEXP,ORBIT EXPORTS LIMITED
ORCHPHARMA,ORCHID PHARMA LIMITED
ORICONENT,ORICON ENTERPRISES LIMITED
ORIENTABRA,ORIENT ABRASIVES LIMITED
ORIENTALTL,ORIENTAL TRIMEX LIMITED
ORIENTBELL,ORIENT BELL LIMITED
ORIENTCEM,ORIENT CEMENT LIMITED
ORIENTELEC,ORIENT ELECTRIC LIMITED
ORIENTHOT,ORIENTAL HOTELS LIMITED
ORIENTLTD,ORIENT PRESS LIMITED
ORIENTPPR,ORIENT PAPER & INDUSTRIES LIMITED
ORISSAMINE,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED
ORTINLAB,ORTIN LABORATORIES LIMITED
OSIAHYPER,OSIA HYPER RETAIL LIMITED
OSWALAGRO,OSWAL AGRO MILLS LIMITED
OSWALSEEDS,SHREEOSWAL SEEDS AND CHEMICALS LIMITED
PAGEIND,PAGE INDUSTRIES LIMITED
PAISALO,PAISALO DIGITAL LIMITED
PALASHSECU,PALASH SECURITIES LIMITED
PALREDTEC,PALRED TECHNOLOGIES LIMITED
PANACEABIO,PANACEA BIOTEC LIMITED
PANACHE,PANACHE DIGILIFE LIMITED
PANAMAPET,PANAMA PETROCHEM LIMITED
PANSARI,PANSARI DEVELOPERS LIMITED
PAR,PAR DRUGS AND CHEMICALS LIMITED
PARACABLES,PARAMOUNT COMMUNICATIONS LIMITED
PARADEEP,PARADEEP PHOSPHATES LIMITED
PARAGMILK,PARAG MILK FOODS LIMITED
PARAS,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED
PARASPETRO,PARAS PETROFILS LIMITED
PARSVNATH,PARSVNATH DEVELOPERS LIMITED
PASUPTAC,PASUPATI ACRYLON LIMITED
PATANJALI,PATANJALI FOODS LIMITED
PATELENG,PATEL ENGINEERING LIMITED
PATINTLOG,PATEL INTEGRATED LOGISTICS LIMITED
PAYTM,ONE 97 COMMUNICATIONS LIMITED
PCBL,PCBL LIMITED
PCJEWELLER,PC JEWELLER LIMITED
PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITED
PDSL,PDS LIMITED
PEARLPOLY,PEARL POLYMERS LIMITED
PEL,PIRAMAL ENTERPRISES LIMITED
PENIND,PENNAR INDUSTRIES LIMITED
PENINLAND,PENINSULA LAND LIMITED
PERSISTENT,PERSISTENT SYSTEMS LIMITED
PETRONET,PETRONET LNG LIMITED
PFC,POWER FINANCE CORPORATION LIMITED
PFIZER,PFIZER LIMITED
PFOCUS,PRIME FOCUS LIMITED
PFS,PTC INDIA FINANCIAL SERVICES LIMITED
PGEL,PG ELECTROPLAST LIMITED
PGHH,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED
PGHL,PROCTER & GAMBLE HEALTH LIMITED
PGIL,PEARL GLOBAL INDUSTRIES LIMITED
PHOENIXLTD,THE PHOENIX MILLS LIMITED
PIDILITIND,PIDILITE INDUSTRIES LIMITED
PIIND,PI INDUSTRIES LIMITED
PILANIINVS,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED
PILITA,PIL ITALICA LIFESTYLE LIMITED
PIONEEREMB,PIONEER EMBROIDERIES LIMITED
PITTIENG,PITTI ENGINEERING LIMITED
PIXTRANS,PIX TRANSMISSIONS LIMITED
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED
PLASTIBLEN,PLASTIBLENDS INDIA LIMITED
PNB,PUNJAB NATIONAL BANK
PNBGILTS,PNB GILTS LIMITED
PNBHOUSING,PNB HOUSING FINANCE LIMITED
PNC,PRITISH NANDY COMMUNICATIONS LIMITED
PNCINFRA,PNC INFRATECH LIMITED
POCL,PONDY OXIDES & CHEMICALS LIMITED
PODDARHOUS,PODDAR HOUSING AND DEVELOPMENT LIMITED
PODDARMENT,PODDAR PIGMENTS LIMITED
POKARNA,POKARNA LIMITED
POLICYBZR,PB FINTECH LIMITED
POLYCAB,POLYCAB INDIA LIMITED
POLYMED,POLY MEDICURE LIMITED
POLYPLEX,POLYPLEX CORPORATION LIMITED
PONNIERODE,PONNI SUGARS (ERODE) LIMITED
POONAWALLA,POONAWALLA FINCORP LIMITED
POWERGRID,POWER GRID CORPORATION OF INDIA LIMITED
POWERINDIA,HITACHI ENERGY INDIA LIMITED
POWERMECH,POWER MECH PROJECTS LIMITED
PPAP,PPAP AUTOMOTIVE LIMITED
PPL,PRAKASH PIPES LIMITED
PPLPHARMA,PIRAMAL PHARMA LIMITED
PRAENG,PRAJAY ENGINEERS SYNDICATE LIMITED
PRAJIND,PRAJ INDUSTRIES LIMITED
PRAKASH,PRAKASH INDUSTRIES LIMITED
PRAKASHSTL,PRAKASH STEELAGE LIMITED
PRAXIS,PRAXIS HOME RETAIL LIMITED
PRECAM,PRECISION CAMSHAFTS LIMITED
PRECOT,PRECOT LIMITED
PRECWIRE,PRECISION WIRES INDIA LIMITED
PREMEXPLN,PREMIER EXPLOSIVES LIMITED
PREMIER,PREMIER LIMITED
PREMIERPOL,PREMIER POLYFILM LIMITED
PRESSMN,PRESSMAN ADVERTISING LIMITED
PRESTIGE,PRESTIGE ESTATES PROJECTS LIMITED
PRICOLLTD,PRICOL LIMITED
PRIMESECU,PRIME SECURITIES LIMITED
PRINCEPIPE,PRINCE PIPES AND FITTINGS LIMITED
PRITI,PRITI INTERNATIONAL LIMITED
PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITED
PRIVISCL,PRIVI SPECIALITY CHEMICALS LIMITED
PROZONINTU,PROZONE INTU PROPERTIES LIMITED
PRSMJOHNSN,PRISM JOHNSON LIMITED
PRUDENT,PRUDENT CORPORATE ADVISORY SERVICES LIMITED
PSB,PUNJAB & SIND BANK
PSPPROJECT,PSP PROJECTS LIMITED
PTC,PTC INDIA LIMITED
PTL,PTL ENTERPRISES LIMITED
PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LIMITED
PURVA,PURAVANKARA LIMITED
PVP,PVP VENTURES LIMITED
PVR,PVR LIMITED
QUESS,QUESS CORP LIMITED
QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITED
RADHIKAJWE,RADHIKA JEWELTECH LIMITED
RADIANTCMS,RADIANT CASH MANAGEMENT SERVICES LIMITED
RADICO,RADICO KHAITAN LIMITED
RADIOCITY,MUSIC BROADCAST LIMITED
RAILTEL,RAILTEL CORPORATION OF INDIA LIMITED
RAIN,RAIN INDUSTRIES LIMITED
RAINBOW,RAINBOW CHILDRENS MEDICARE LIMITED
RAJESHEXPO,RAJESH EXPORTS LIMITED
RAJMET,RAJNANDINI METAL LIMITED
RAJRATAN,RAJRATAN GLOBAL WIRE LIMITED
RAJRILTD,RAJ RAYON INDUSTRIES LIMITED
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LIMITED
RAJTV,RAJ TELEVISION NETWORK LIMITED
RALLIS,RALLIS INDIA LIMITED
RAMANEWS,SHREE RAMA NEWSPRINT LIMITED
RAMAPHO,RAMA PHOSPHATES LIMITED
RAMASTEEL,RAMA STEEL TUBES LIMITED
RAMCOCEM,THE RAMCO CEMENTS LIMITED
RAMCOIND,RAMCO INDUSTRIES LIMITED
RAMCOSYS,RAMCO SYSTEMS LIMITED
RAMKY,RAMKY INFRASTRUCTURE LIMITED
RAMRAT,RAM RATNA WIRES LIMITED
RANASUG,RANA SUGARS LIMITED
RANEENGINE,RANE ENGINE VALVE LIMITED
RANEHOLDIN,RANE HOLDINGS LIMITED
RATEGAIN,RATEGAIN TRAVEL TECHNOLOGIES LIMITED
RATNAMANI,RATNAMANI METALS & TUBES LIMITED
RAYMOND,RAYMOND LIMITED
RBA,RESTAURANT BRANDS ASIA LIMITED
RBL,RANE BRAKE LINING LIMITED
RBLBANK,RBL BANK LIMITED
RCF,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED
RCOM,RELIANCE COMMUNICATIONS LIMITED
RECLTD,REC LIMITED
REDINGTON,REDINGTON LIMITED
REFEX,REFEX INDUSTRIES LIMITED
REGENCERAM,REGENCY CERAMICS LIMITED
RELAXO,RELAXO FOOTWEARS LIMITED
RELCAPITAL,RELIANCE CAPITAL LIMITED
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED
RELIANCE,RELIANCE INDUSTRIES LIMITED
RELIGARE,RELIGARE ENTERPRISES LIMITED
RELINFRA,RELIANCE INFRASTRUCTURE LIMITED
REMSONSIND,REMSONS INDUSTRIES LIMITED
RENUKA,SHREE RENUKA SUGARS LIMITED
REPCOHOME,REPCO HOME FINANCE LIMITED
REPL,RUDRABHISHEK ENTERPRISES LIMITED
REPRO,REPRO INDIA LIMITED
RESPONIND,RESPONSIVE INDUSTRIES LIMITED
REVATHI,REVATHI EQUIPMENT LIMITED
RGL,RENAISSANCE GLOBAL LIMITED
RHFL,RELIANCE HOME FINANCE LIMITED
RHIM,RHI MAGNESITA INDIA LIMITED
RICOAUTO,RICO AUTO INDUSTRIES LIMITED
RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED
RITCO,RITCO LOGISTICS LIMITED
RITES,RITES LIMITED
RKDL,RAVI KUMAR DISTILLERIES LIMITED
RKEC,RKEC PROJECTS LIMITED
RKFORGE,RAMKRISHNA FORGINGS LIMITED
RMCL,RADHA MADHAV CORPORATION LIMITED
RML,RANE (MADRAS) LIMITED
RNAVAL,RELIANCE NAVAL AND ENGINEERING LIMITED
ROHLTD,ROYAL ORCHID HOTELS LIMITED
ROLEXRINGS,ROLEX RINGS LIMITED
ROLLT,ROLLATAINERS LIMITED
ROLTA,ROLTA INDIA LIMITED
ROML,RAJ OIL MILLS LIMITED
ROSSARI,ROSSARI BIOTECH LIMITED
ROSSELLIND,ROSSELL INDIA LIMITED
ROTO,ROTO PUMPS LIMITED
ROUTE,ROUTE MOBILE LIMITED
RPGLIFE,RPG LIFE SCIENCES LIMITED
RPOWER,RELIANCE POWER LIMITED
RPPINFRA,R.P.P. INFRA PROJECTS LIMITED
RPPL,RAJSHREE POLYPACK LIMITED
RPSGVENT,RPSG VENTURES LIMITED
RSSOFTWARE,R. S. SOFTWARE (INDIA) LIMITED
RSWM,RSWM LIMITED
RSYSTEMS,R SYSTEMS INTERNATIONAL LIMITED
RTNINDIA,RATTANINDIA ENTERPRISES LIMITED
RTNPOWER,RATTANINDIA POWER LIMITED
RUBYMILLS,THE RUBY MILLS LIMITED
RUCHINFRA,RUCHI INFRASTRUCTURE LIMITED
RUCHIRA,RUCHIRA PAPERS LIMITED
RUPA,RUPA & COMPANY LIMITED
RUSHIL,RUSHIL DECOR LIMITED
RUSTOMJEE,KEYSTONE REALTORS LIMITED
RVHL,RAVINDER HEIGHTS LIMITED
RVNL,RAIL VIKAS NIGAM LIMITED
SABEVENTS,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED
SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED
SADBHAV,SADBHAV ENGINEERING LIMITED
SADBHIN,SADBHAV INFRASTRUCTURE PROJECT LIMITED
SAFARI,SAFARI INDUSTRIES (INDIA) LIMITED
SAGARDEEP,SAGARDEEP ALLOYS LIMITED
SAGCEM,SAGAR CEMENTS LIMITED
SAH,SAH POLYMERS LIMITED
SAIL,STEEL AUTHORITY OF INDIA LIMITED
SAKAR,SAKAR HEALTHCARE LIMITED
SAKHTISUG,SAKTHI SUGARS LIMITED
SAKSOFT,SAKSOFT LIMITED
SAKUMA,SAKUMA EXPORTS LIMITED
SALASAR,SALASAR TECHNO ENGINEERING LIMITED
SALONA,SALONA COTSPIN LIMITED
SALSTEEL,S.A.L. STEEL LIMITED
SALZERELEC,SALZER ELECTRONICS LIMITED
SAMBHAAV,SAMBHAAV MEDIA LIMITED
SANCO,SANCO INDUSTRIES LIMITED
SANDESH,THE SANDESH LIMITED
SANDHAR,SANDHAR TECHNOLOGIES LIMITED
SANGAMIND,SANGAM (INDIA) LIMITED
SANGHIIND,SANGHI INDUSTRIES LIMITED
SANGHVIMOV,SANGHVI MOVERS LIMITED
SANGINITA,SANGINITA CHEMICALS LIMITED
SANOFI,SANOFI INDIA LIMITED
SANSERA,SANSERA ENGINEERING LIMITED
SANWARIA,SANWARIA CONSUMER LIMITED
SAPPHIRE,SAPPHIRE FOODS INDIA LIMITED
SARDAEN,SARDA ENERGY & MINERALS LIMITED
SAREGAMA,SAREGAMA INDIA LIMITED
SARLAPOLY,SARLA PERFORMANCE FIBERS LIMITED
SARVESHWAR,SARVESHWAR FOODS LIMITED
SASKEN,SASKEN TECHNOLOGIES LIMITED
SASTASUNDR,SASTASUNDAR VENTURES LIMITED
SATIA,SATIA INDUSTRIES LIMITED
SATIN,SATIN CREDITCARE NETWORK LIMITED
SATINDLTD,SAT INDUSTRIES LIMITED
SBC,SBC EXPORTS LIMITED
SBCL,SHIVALIK BIMETAL CONTROLS LIMITED
SBGLP,SURATWWALA BUSINESS GROUP LIMITED
SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED
SBILIFE,SBI LIFE INSURANCE COMPANY LIMITED
SBIN,STATE BANK OF INDIA
SCAPDVR,STAMPEDE CAPITAL LIMITED
SCHAEFFLER,SCHAEFFLER INDIA LIMITED
SCHAND,S CHAND AND COMPANY LIMITED
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED
SCI,SHIPPING CORPORATION OF INDIA LIMITED
SCPL,SHEETAL COOL PRODUCTS LIMITED
SDBL,SOM DISTILLERIES & BREWERIES LIMITED
SEAMECLTD,SEAMEC LIMITED
SECURCRED,SECUR CREDENTIALS LIMITED
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
SEJALLTD,SEJAL GLASS LIMITED
SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED
SELMC,SEL MANUFACTURING COMPANY LIMITED
SEPC,SEPC LIMITED
SEPOWER,S.E. POWER LIMITED
SEQUENT,SEQUENT SCIENTIFIC LIMITED
SERVOTECH,SERVOTECH POWER SYSTEMS LIMITED
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED
SETCO,SETCO AUTOMOTIVE LIMITED
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIMITED
SEYAIND,SEYA INDUSTRIES LIMITED
SFL,SHEELA FOAM LIMITED
SGIL,SYNERGY GREEN INDUSTRIES LIMITED
SGL,STL GLOBAL LIMITED
SHAHALLOYS,SHAH ALLOYS LIMITED
SHAILY,SHAILY ENGINEERING PLASTICS LIMITED
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED
SHALBY,SHALBY LIMITED
SHALPAINTS,SHALIMAR PAINTS LIMITED
SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED
SHANTI,SHANTI OVERSEAS (INDIA) LIMITED
SHANTIGEAR,SHANTHI GEARS LIMITED
SHARDACROP,SHARDA CROPCHEM LIMITED
SHARDAMOTR,SHARDA MOTOR INDUSTRIES LIMITED
SHAREINDIA,SHARE INDIA SECURITIES LIMITED
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED
SHILPAMED,SHILPA MEDICARE LIMITED
SHIVALIK,SHIVALIK RASAYAN LIMITED
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED
SHIVAMILLS,SHIVA MILLS LIMITED
SHIVATEX,SHIVA TEXYARN LIMITED
SHK,S H KELKAR AND COMPANY LIMITED
SHOPERSTOP,SHOPPERS STOP LIMITED
SHRADHA,SHRADHA INFRAPROJECTS LIMITED
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD
SHREECEM,SHREE CEMENT LIMITED
SHREEPUSHK,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED
SHREERAMA,SHREE RAMA MULTI-TECH LIMITED
SHRENIK,SHRENIK LIMITED
SHREYANIND,SHREYANS INDUSTRIES LIMITED
SHREYAS,SHREYAS SHIPPING & LOGISTICS LIMITED
SHRIPISTON,SHRIRAM PISTONS & RINGS LIMITED
SHRIRAMFIN,SHRIRAM FINANCE LIMITED
SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED
SHYAMMETL,SHYAM METALICS AND ENERGY LIMITED
SHYAMTEL,SHYAM TELECOM LIMITED
SIEMENS,SIEMENS LIMITED
SIGACHI,SIGACHI INDUSTRIES LIMITED
SIGIND,SIGNET INDUSTRIES LIMITED
SIKKO,SIKKO INDUSTRIES LIMITED
SIL,STANDARD INDUSTRIES LIMITED
SILGO,SILGO RETAIL LIMITED
SILINV,SIL INVESTMENTS LIMITED
SILLYMONKS,SILLY MONKS ENTERTAINMENT LIMITED
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED
SIMBHALS,SIMBHAOLI SUGARS LIMITED
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITED
SINTERCOM,SINTERCOM INDIA LIMITED
SIRCA,SIRCA PAINTS INDIA LIMITED
SIS,SIS LIMITED
SITINET,SITI NETWORKS LIMITED
SIYSIL,SIYARAM SILK MILLS LIMITED
SJS,S.J.S. ENTERPRISES LIMITED
SJVN,SJVN LIMITED
SKFINDIA,SKF INDIA LIMITED
SKIPPER,SKIPPER LIMITED
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED
SKYGOLD,SKY GOLD LIMITED
SMARTLINK,SMARTLINK HOLDINGS LIMITED
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED
SMLISUZU,SML ISUZU LIMITED
SMLT,SARTHAK METALS LIMITED
SMSLIFE,SMS LIFESCIENCES INDIA LIMITED
SMSPHARMA,SMS PHARMACEUTICALS LIMITED
SNOWMAN,SNOWMAN LOGISTICS LIMITED
SOBHA,SOBHA LIMITED
SOFTTECH,SOFTTECH ENGINEERS LIMITED
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED
SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED
SOMANYCERA,SOMANY CERAMICS LIMITED
SOMATEX,SOMA TEXTILES & INDUSTRIES LIMITED
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED
SONACOMS,SONA BLW PRECISION FORGINGS LIMITED
SONAMCLOCK,SONAM CLOCK LIMITED
SONATSOFTW,SONATA SOFTWARE LIMITED
SOTL,SAVITA OIL TECHNOLOGIES LIMITED
SOUTHBANK,THE SOUTH INDIAN BANK LIMITED
SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED
SPAL,S. P. APPARELS LIMITED
SPANDANA,SPANDANA SPHOORTY FINANCIAL LIMITED
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED
SPCENET,SPACENET ENTERPRISES INDIA LIMITED
SPECIALITY,SPECIALITY RESTAURANTS LIMITED
SPENCERS,SPENCER'S RETAIL LIMITED
SPENTEX,SPENTEX INDUSTRIES LIMITED
SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED
SPICEJET,SPICEJET LTD
SPLIL,SPL INDUSTRIES LIMITED
SPLPETRO,SUPREME PETROCHEM LIMITED
SPMLINFRA,SPML INFRA LIMITED
SPORTKING,SPORTKING INDIA LIMITED
SPTL,SINTEX PLASTICS TECHNOLOGY LIMITED
SREEL,SREELEATHERS LIMITED
SRF,SRF LIMITED
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED
SRPL,SHREE RAM PROTEINS LIMITED
